☘️广东频道,#genre#
CCTV-8,http://106.53.99.30/tv/jzb.php?id=cctv8
CCTV-8,http://106.53.99.30/tv/20250717.php?id=0009
CCTV-8,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=20251106220025526a60eb587942afb76da33ddf0db950&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20251106220025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=106.13.250.88&SecurityKey=20251106220025&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=3f7da33ea96f035eba678440cbf76ede&ddCalcu=e3dfee706d47a0f3b3ce0a49468f7063a5be
CCTV-9,http://gxyd.484947.xyz/PLTV/77777777/224/3221225939/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-9,http://gxyd.484947.xyz/PLTV/77777777/224/3221225663/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-9,http://58.19.180.108:9981/stream/channelid/1681394297?profile=pass
CCTV-9,http://go.bkpcp.top/mg/cctv9
CCTV-9,http://cdn.jdshipin.com/jisu.php?id=cctv9
CCTV-9,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226651/1.m3u8
CCTV-9,http://106.53.99.30/tv/jzb.php?id=cctv9
CCTV-9,http://106.53.99.30/tv/20250717.php?id=0010
CCTV-9,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=20251106220025de413da7c86f466cbd5ba75b40ce6d43&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20251106220025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=106.13.250.88&SecurityKey=20251106220025&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=c293cdcd2d64e413bab17d7647453623&ddCalcu=3c22e6903335c04d7c4d627dd6741eb4a1b3
CCTV-10,http://gxyd.484947.xyz/PLTV/77777777/224/3221226004/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-10,http://gxyd.484947.xyz/PLTV/77777777/224/3221225704/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-10,http://58.19.180.108:9981/stream/channelid/197590532?profile=pass
CCTV-10,http://go.bkpcp.top/mg/cctv10
CCTV-10,https://zby.130519.xyz/PLTV/11/224/3221225743/index.m3u8
CCTV-10,https://zby.130519.xyz/PLTV/11/224/3221226169/index.m3u8
CCTV-10,http://cdn.jdshipin.com/jisu.php?id=cctv10
CCTV-10,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226708/1.m3u8
CCTV-10,http://106.53.99.30/tv/jzb.php?id=cctv10
CCTV-10,http://106.53.99.30/tv/20250717.php?id=0011
CCTV-10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=20251106220025fd0bd70d5d88488ba376bae1a6ff93e3&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20251106220025&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=106.13.250.88&SecurityKey=20251106220025&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=a15a26797862910059f25f1d9bfb2e77&ddCalcu=7a71ee502a4b20f6b799d718f65229f19050
CCTV-11,http://gxyd.484947.xyz/PLTV/77777777/224/3221225895/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-11,http://gxyd.484947.xyz/PLTV/77777777/224/3221225739/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-11,http://58.19.180.108:9981/stream/channelid/550290687?profile=pass
CCTV-11,http://go.bkpcp.top/mg/cctv11
CCTV-11,https://zby.130519.xyz/PLTV/11/224/3221226101/index.m3u8
CCTV-11,https://zby.130519.xyz/PLTV/11/224/3221226145/index.m3u8
CCTV-11,http://cdn.jdshipin.com/jisu.php?id=cctv11
CCTV-11,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226714/1.m3u8
CCTV-11,http://106.53.99.30/tv/jzb.php?id=cctv11
CCTV-11,http://106.53.99.30/tv/20250717.php?id=0012
CCTV-11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=202511062200268a43febac6e949bb9dbbcbe3df7f8bfd&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20251106220026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=106.13.250.88&SecurityKey=20251106220026&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=4c1be91d351aaafbd434dd095369386b&ddCalcu=b46ce8103b79e069315d9305d1da4a3a4fdb
CCTV-12,http://gxyd.484947.xyz/PLTV/77777777/224/3221226013/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-12,http://gxyd.484947.xyz/PLTV/77777777/224/3221225645/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-12,https://shyd.695847.xyz/cms001/ch00000090990000001239/index.m3u8?IAS
CCTV-12,http://58.19.180.108:9981/stream/channelid/857624678?profile=pass
CCTV-12,http://go.bkpcp.top/mg/cctv12
CCTV-12,https://zby.130519.xyz/PLTV/11/224/3221226103/index.m3u8
CCTV-12,https://zby.130519.xyz/PLTV/11/224/3221226126/index.m3u8
CCTV-12,http://cdn.jdshipin.com/jisu.php?id=cctv12
CCTV-12,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226723/1.m3u8
CCTV-12,http://106.53.99.30/tv/jzb.php?id=cctv12
CCTV-12,http://106.53.99.30/tv/20250717.php?id=0013
CCTV-12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=20251106220026073807c96f6045878e3c32219929b5be&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20251106220026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=106.13.250.88&SecurityKey=20251106220026&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=cfd67dfb9b236d3ff2cb45603a5f1d5a&ddCalcu=ac5fedd0163f705daf3b096b5243b6cd23ff
CCTV-13,http://gxyd.484947.xyz/PLTV/77777777/224/3221226046/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-13,http://gxyd.484947.xyz/PLTV/77777777/224/3221225742/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-13,http://58.19.180.108:9981/stream/channelid/876545399?profile=pass
CCTV-13,http://go.bkpcp.top/mg/cctv13
CCTV-13,https://zby.130519.xyz/PLTV/11/224/3221226128/index.m3u8
CCTV-13,http://cdn.jdshipin.com/jisu.php?id=cctv13
CCTV-13,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226717/1.m3u8
CCTV-13,http://106.53.99.30/tv/jzb.php?id=cctv13
CCTV-13,http://106.53.99.30/tv/20250717.php?id=0014
CCTV-13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=202511062200264379c1dd054d4e42ae4ebb494dd63743&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20251106220026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=106.13.250.88&SecurityKey=20251106220026&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5cfee97719adafd693dac67050094129&ddCalcu=952ce1f04e89e009075701796acdaadf3d96
CCTV-14,http://gxyd.484947.xyz/PLTV/77777777/224/3221225901/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-14,http://gxyd.484947.xyz/PLTV/77777777/224/3221225648/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-14,http://58.19.180.108:9981/stream/channelid/446310281?profile=pass
CCTV-14,http://go.bkpcp.top/mg/cctv14
CCTV-14,https://zby.130519.xyz/PLTV/11/224/3221225738/index.m3u8
CCTV-14,https://zby.130519.xyz/PLTV/11/224/3221226150/index.m3u8
CCTV-14,http://cdn.jdshipin.com/jisu.php?id=cctv14
CCTV-14,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226645/1.m3u8
CCTV-14,http://106.53.99.30/tv/jzb.php?id=cctv14
CCTV-14,http://106.53.99.30/tv/20250717.php?id=0015
CCTV-14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=20251106220026aae629f61c5e4c3cb6f9fbc07ca9f6d1&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20251106220026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=106.13.250.88&SecurityKey=20251106220026&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=6b01d7995b31d29aea9dc515df4d9a06&ddCalcu=660bea00914dd047f9d9551b53c1dd92a9ea
CCTV-15,http://gxyd.484947.xyz/PLTV/77777777/224/3221225945/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-15,http://gxyd.484947.xyz/PLTV/77777777/224/3221225693/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-15,http://go.bkpcp.top/mg/cctv15
CCTV-15,https://zby.130519.xyz/PLTV/11/224/3221226147/index.m3u8
CCTV-15,http://cdn.jdshipin.com/jisu.php?id=cctv15
CCTV-15,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226648/1.m3u8
CCTV-15,http://106.53.99.30/tv/jzb.php?id=cctv15
CCTV-15,http://106.53.99.30/tv/20250717.php?id=0016
CCTV-15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20251106220026fe0a744da74441238e5ba30eb0ed4305&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20251106220026&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=106.13.250.88&SecurityKey=20251106220026&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-8.10.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=5c8f45ffabc097dd8d765914073ce5ad&ddCalcu=d5ace580ef3c40357f0f4a1b9c506977dd8d
CCTV-16,http://gxyd.484947.xyz/PLTV/77777777/224/3221225937/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-16,http://gxyd.484947.xyz/PLTV/77777777/224/3221225956/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-16,https://shyd.695847.xyz/cms001/ch00000090990000001248/index.m3u8?IAS
CCTV-16,http://go.bkpcp.top/mg/cctv16
CCTV-16,https://zby.130519.xyz/PLTV/11/224/3221226120/index.m3u8
CCTV-16,http://cdn.jdshipin.com/jisu.php?id=cctv16
CCTV-16,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226825/1.m3u8
CCTV-16,http://106.53.99.30/tv/20250717.php?id=0017
CCTV-17,http://gxyd.484947.xyz/PLTV/77777777/224/3221225910/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-17,http://gxyd.484947.xyz/PLTV/77777777/224/3221225766/index.m3u8?servicetype=3&IASHttpSessionId=OTT
CCTV-17,https://shyd.695847.xyz/cms001/ch00000090990000001241/index.m3u8?IAS
CCTV-17,http://go.bkpcp.top/mg/cctv17
CCTV-17,http://cdn.jdshipin.com/jisu.php?id=cctv17
CCTV-17,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226660/1.m3u8
CCTV-17,http://106.53.99.30/tv/jzb.php?id=cctv17
CCTV-17,http://106.53.99.30/tv/20250717.php?id=0018
