更新时间,#genre#
揭阳生活,http://113.111.16.104:8888/udp/239.77.0.251:5146$订阅源
揭阳生活,http://louislog.cn:8888/rtp/239.77.0.251:5146$组播源
揭阳综合,http://14.112.86.101:4022/udp/239.77.0.229:5146$订阅源
揭阳综合,http://183.7.114.252:4022/udp/239.77.0.229:5146$订阅源
揭阳综合,http://imlucky.win:10001/udp/239.77.0.229:5146$订阅源
揭阳综合,http://113.111.16.104:8889/udp/239.77.0.229:5146$订阅源
揭阳综合,http://www.mhnas.top:4022/udp/239.77.0.157:5146$订阅源
揭阳综合,http://www.mhnas.top:4022/udp/239.77.0.229:5146$订阅源
揭阳综合,http://113.111.16.104:8888/udp/239.77.0.229:5146$订阅源
揭阳综合,http://louislog.cn:8888/rtp/239.77.0.229:5146$组播源

📺央视频道,#genre#
CCTV1,http://182.113.6.165:9901/tsfile/live/0001_1.m3u8$订阅源
CCTV1,http://115.48.61.253:9901/tsfile/live/0001_1.m3u8$订阅源
CCTV1,http://115.48.63.1:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV1,http://123.52.111.129:9901/tsfile/live/0001_1.m3u8$订阅源
CCTV1,http://113.57.111.4:1111/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV1,http://58.19.43.46:9901/tsfile/live/1020_1.m3u8$订阅源
CCTV1,http://114.105.184.92:9901/tsfile/live/0001_1.m3u8$订阅源
CCTV1,http://112.46.85.60:8009/hls/501/index.m3u8$订阅源
CCTV1,http://115.48.61.74:9901/tsfile/live/0001_1.m3u8$订阅源
CCTV1,http://113.220.233.228:9999/tsfile/live/0017_1.m3u8$订阅源
CCTV1,http://221.222.162.206:8888/rtp/239.3.1.129:8008$组播源
CCTV1,http://221.219.96.192:8012/rtp/239.3.1.129:8008?$组播源
CCTV1,http://60.223.69.250:10000/rtp/226.0.2.153:9136$组播源
CCTV1,http://mom.cloudns.be:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV2,http://182.113.6.165:9901/tsfile/live/0002_1.m3u8$订阅源
CCTV2,http://115.48.61.253:9901/tsfile/live/0002_1.m3u8$订阅源
CCTV2,http://115.48.63.1:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV2,http://123.52.111.129:9901/tsfile/live/0002_1.m3u8$订阅源
CCTV2,http://113.57.111.4:1111/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV2,http://58.19.43.46:9901/tsfile/live/1021_1.m3u8$订阅源
CCTV2,http://114.105.184.92:9901/tsfile/live/1037_1.m3u8$订阅源
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8$订阅源
CCTV2,http://115.48.61.74:9901/tsfile/live/0002_1.m3u8$订阅源
CCTV2,http://113.220.233.228:9999/tsfile/live/0018_1.m3u8$订阅源
CCTV2,http://221.222.162.206:8888/rtp/239.3.1.60:8084$组播源
CCTV2,http://221.219.96.192:8012/rtp/239.3.1.60:8084?$组播源
CCTV2,http://60.223.69.250:10000/rtp/226.0.2.154:9144$组播源
CCTV2,http://mom.cloudns.be:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV3,http://182.113.6.165:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV3,http://115.48.61.253:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV3,http://115.48.63.1:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV3,http://123.52.111.129:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV3,http://113.57.111.4:1111/tsfile/live/1002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV3,http://58.19.43.46:9901/tsfile/live/1022_1.m3u8$订阅源
CCTV3,http://114.105.184.92:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV3,http://112.46.85.60:8009/hls/3/index.m3u8$订阅源
CCTV3,http://115.48.61.74:9901/tsfile/live/0003_1.m3u8$订阅源
CCTV3,http://113.220.233.228:9999/tsfile/live/0019_1.m3u8$订阅源
CCTV3,http://221.222.162.206:8888/rtp/239.3.1.172:8001$组播源
CCTV3,http://221.219.96.192:8012/rtp/239.3.1.172:8001?$组播源
CCTV3,http://60.223.69.250:10000/rtp/226.0.2.208:9576$组播源
CCTV3,http://mom.cloudns.be:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV4,http://182.113.6.165:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV4,http://115.48.61.253:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV4,http://115.48.63.1:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV4,http://123.52.111.129:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV4,http://113.57.111.4:1111/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV4,http://58.19.43.46:9901/tsfile/live/1023_1.m3u8$订阅源
CCTV4,http://114.105.184.92:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV4,http://112.46.85.60:8009/hls/4/index.m3u8$订阅源
CCTV4,http://115.48.61.74:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV4,http://123.159.129.209:9901/tsfile/live/0004_1.m3u8$订阅源
CCTV4,http://221.222.162.206:8888/rtp/239.3.1.213:4220$组播源
CCTV4,http://221.222.162.206:8888/rtp/239.3.1.214:4220$组播源
CCTV4,http://221.222.162.206:8888/rtp/239.3.1.105:8092$组播源
CCTV4,http://mom.cloudns.be:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV5,http://182.113.6.165:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV5,http://115.48.61.253:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV5,http://115.48.63.1:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5,http://123.52.111.129:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV5,http://113.57.111.4:1111/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV5,http://58.19.43.46:9901/tsfile/live/1024_1.m3u8$订阅源
CCTV5,http://219.159.91.10:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV5,http://219.159.91.10:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV5,http://114.105.184.92:9901/tsfile/live/0005_1.m3u8$订阅源
CCTV5,http://112.46.85.60:8009/hls/503/index.m3u8$订阅源
CCTV5,http://221.222.162.206:8888/rtp/239.3.1.173:8001$组播源
CCTV5,http://221.219.96.192:8012/rtp/239.3.1.130:8004?$组播源
CCTV5,http://221.219.96.192:8012/rtp/239.3.1.173:8001?$组播源
CCTV5,http://mom.cloudns.be:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV5+,http://182.117.199.35:9901/tsfile/live/1000_1.m3u8$订阅源
CCTV5+,http://117.190.144.101:1111/tsfile/live/0018_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV5+,http://221.222.162.206:8888/udp/239.3.1.130:8004$订阅源
CCTV5+,http://60.2.190.206:4000/udp/239.253.92.82:8013$订阅源
CCTV5+,http://120.6.209.42:8866/udp/239.253.92.82:8013$订阅源
CCTV5+,http://222.129.139.229:8888/udp/239.3.1.130:8004$订阅源
CCTV5+,http://114.249.215.204:9888/udp/239.3.1.130:8004$订阅源
CCTV5+,http://www.erbao1981.top:8188/udp/239.76.253.168:9000$订阅源
CCTV5+,http://www.erbao1981.top:8188/udp/239.76.246.168:1234$订阅源
CCTV5+,http://125.82.171.210:8888/udp/235.254.199.121:7980$订阅源
CCTV5+,http://221.222.162.206:8888/rtp/239.3.1.130:8004$组播源
CCTV5+,http://60.223.69.250:10000/rtp/226.0.2.168:9256$组播源
CCTV5+,http://60.2.190.206:4000/rtp/239.253.92.82:8013$组播源
CCTV6,http://182.113.6.165:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://115.48.61.253:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://115.48.63.1:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV6,http://123.52.111.129:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://113.57.111.4:1111/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV6,http://58.19.43.46:9901/tsfile/live/1025_1.m3u8$订阅源
CCTV6,http://114.105.184.92:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://115.48.61.74:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://113.220.233.228:9999/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://182.117.199.35:9901/tsfile/live/0006_1.m3u8$订阅源
CCTV6,http://221.222.162.206:8888/rtp/239.3.1.174:8001$组播源
CCTV6,http://221.219.96.192:8012/rtp/239.3.1.174:8001?$组播源
CCTV6,http://60.223.69.250:10000/rtp/226.0.2.210:9592$组播源
CCTV6,http://mom.cloudns.be:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV7,http://182.113.6.165:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://115.48.61.253:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://115.48.63.1:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://123.52.111.129:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://113.57.111.4:1111/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV7,http://58.19.43.46:9901/tsfile/live/1026_1.m3u8$订阅源
CCTV7,http://114.105.184.92:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://112.46.85.60:8009/hls/504/index.m3u8$订阅源
CCTV7,http://115.48.61.74:9901/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://113.220.233.228:9999/tsfile/live/0007_1.m3u8$订阅源
CCTV7,http://221.222.162.206:8888/rtp/239.3.1.61:8104$组播源
CCTV7,http://221.219.96.192:8012/rtp/239.3.1.61:8104?$组播源
CCTV7,http://60.223.69.250:10000/rtp/226.0.2.159:9184$组播源
CCTV7,http://mom.cloudns.be:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV8,http://182.113.6.165:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://115.48.61.253:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://115.48.63.1:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://123.52.111.129:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://113.57.111.4:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV8,http://58.19.43.46:9901/tsfile/live/1027_1.m3u8$订阅源
CCTV8,http://114.105.184.92:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://112.46.85.60:8009/hls/8/index.m3u8$订阅源
CCTV8,http://115.48.61.74:9901/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://113.220.233.228:9999/tsfile/live/0008_1.m3u8$订阅源
CCTV8,http://221.222.162.206:8888/rtp/239.3.1.175:8001$组播源
CCTV8,http://221.219.96.192:8012/rtp/239.3.1.175:8001?$组播源
CCTV8,http://60.223.69.250:10000/rtp/226.0.2.211:9600$组播源
CCTV8,http://mom.cloudns.be:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV9,http://182.113.6.165:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV9,http://115.48.61.253:9901/tsfile/live/1005_1.m3u8$订阅源
CCTV9,http://115.48.63.1:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV9,http://123.52.111.129:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV9,http://113.57.111.4:1111/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV9,http://58.19.43.46:9901/tsfile/live/1028_1.m3u8$订阅源
CCTV9,http://114.105.184.92:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV9,http://112.46.85.60:8009/hls/509/index.m3u8$订阅源
CCTV9,http://115.48.61.74:9901/tsfile/live/1005_1.m3u8$订阅源
CCTV9,http://113.220.233.228:9999/tsfile/live/0009_1.m3u8$订阅源
CCTV9,http://221.219.96.192:8012/rtp/239.3.1.62:8112?$组播源
CCTV9,http://60.223.69.250:10000/rtp/226.0.2.161:9200$组播源
CCTV9,http://60.2.190.206:4000/rtp/239.253.92.107:6020$组播源
CCTV9,http://mom.cloudns.be:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV10,http://182.113.6.165:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV10,http://115.48.61.253:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV10,http://115.48.63.1:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV10,http://123.52.111.129:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV10,http://113.57.111.4:1111/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV10,http://58.19.43.46:9901/tsfile/live/1029_1.m3u8$订阅源
CCTV10,http://114.105.184.92:9901/tsfile/live/1008_1.m3u8$订阅源
CCTV10,http://115.48.61.74:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV10,http://113.220.233.228:9999/tsfile/live/0010_1.m3u8$订阅源
CCTV10,http://123.159.129.209:9901/tsfile/live/0010_1.m3u8$订阅源
CCTV10,http://221.222.162.206:8888/rtp/239.3.1.63:8116$组播源
CCTV10,http://221.219.96.192:8012/rtp/239.3.1.63:8116?$组播源
CCTV10,http://60.223.69.250:10000/rtp/226.0.2.162:9208$组播源
CCTV10,http://mom.cloudns.be:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV11,http://115.48.61.253:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://115.48.63.1:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV11,http://123.52.111.129:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://113.57.111.4:1111/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV11,http://58.19.43.46:9901/tsfile/live/1030_1.m3u8$订阅源
CCTV11,http://114.105.184.92:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://115.48.61.74:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://113.220.233.228:9999/tsfile/live/0011_2.m3u8$订阅源
CCTV11,http://182.117.199.35:9901/tsfile/live/0011_1.m3u8$订阅源
CCTV11,http://117.190.144.101:1111/tsfile/live/0011_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV11,http://221.222.162.206:8888/rtp/239.3.1.152:8120$组播源
CCTV11,http://221.219.96.192:8012/rtp/239.3.1.152:8120?$组播源
CCTV11,http://60.223.69.250:10000/rtp/226.0.2.28:8136$组播源
CCTV11,http://mom.cloudns.be:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV12,http://182.113.6.165:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV12,http://115.48.61.253:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV12,http://123.52.111.129:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV12,http://113.57.111.4:1111/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV12,http://58.19.43.46:9901/tsfile/live/1031_1.m3u8$订阅源
CCTV12,http://114.105.184.92:9901/tsfile/live/1068_1.m3u8$订阅源
CCTV12,http://112.46.85.60:8009/hls/507/index.m3u8$订阅源
CCTV12,http://115.48.61.74:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV12,http://113.220.233.228:9999/tsfile/live/0012_2.m3u8$订阅源
CCTV12,http://123.159.129.209:9901/tsfile/live/0012_1.m3u8$订阅源
CCTV12,http://221.222.162.206:8888/rtp/239.3.1.64:8124$组播源
CCTV12,http://221.219.96.192:8012/rtp/239.3.1.64:8124?$组播源
CCTV12,http://60.223.69.250:10000/rtp/226.0.2.164:9224$组播源
CCTV12,http://mom.cloudns.be:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV13,http://115.48.61.253:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://115.48.63.1:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://123.52.111.129:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://113.57.111.4:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV13,http://58.19.43.46:9901/tsfile/live/1032_1.m3u8$订阅源
CCTV13,http://114.105.184.92:9901/tsfile/live/1010_1.m3u8$订阅源
CCTV13,http://115.48.61.74:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://123.159.129.209:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://123.159.135.189:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://182.117.199.35:9901/tsfile/live/0013_1.m3u8$订阅源
CCTV13,http://221.222.162.206:8888/rtp/239.3.1.124:8128$组播源
CCTV13,http://221.219.96.192:8012/rtp/239.3.1.124:8128?$组播源
CCTV13,http://60.223.69.250:10000/rtp/226.0.2.165:9232$组播源
CCTV13,http://mom.cloudns.be:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV14,http://182.113.6.165:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://115.48.63.1:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV14,http://123.52.111.129:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://113.57.111.4:1111/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV14,http://58.19.43.46:9901/tsfile/live/1033_1.m3u8$订阅源
CCTV14,http://114.105.184.92:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://115.48.61.74:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://113.220.233.228:9999/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://123.159.129.209:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://123.159.135.189:9901/tsfile/live/0014_1.m3u8$订阅源
CCTV14,http://221.222.162.206:8888/rtp/239.3.1.65:8132$组播源
CCTV14,http://221.219.96.192:8012/rtp/239.3.1.65:8132?$组播源
CCTV14,http://60.223.69.250:10000/rtp/226.0.2.166:9240$组播源
CCTV14,http://mom.cloudns.be:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV15,http://115.48.61.253:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://115.48.63.1:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV15,http://123.52.111.129:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://113.57.111.4:1111/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV15,http://58.19.43.46:9901/tsfile/live/1034_1.m3u8$订阅源
CCTV15,http://114.105.184.92:9901/tsfile/live/1055_1.m3u8$订阅源
CCTV15,http://113.220.233.228:9999/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://123.159.129.209:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://123.159.135.189:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://182.117.199.35:9901/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://221.222.162.206:8888/rtp/239.3.1.153:8136$组播源
CCTV15,http://221.219.96.192:8012/rtp/239.3.1.153:8136?$组播源
CCTV15,http://60.223.69.250:10000/rtp/226.0.2.32:8168$组播源
CCTV15,http://mom.cloudns.be:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$广东酒店源
CCTV16,http://117.190.144.101:1111/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV16,http://221.222.162.206:8888/udp/239.3.1.183:8001$订阅源
CCTV16,http://221.222.162.206:8888/udp/239.3.1.184:8001$订阅源
CCTV16,http://222.129.139.229:8888/udp/239.3.1.183:8001$订阅源
CCTV16,http://222.129.139.229:8888/udp/239.3.1.184:8001$订阅源
CCTV16,http://114.249.215.204:9888/udp/239.3.1.184:8001$订阅源
CCTV16,http://114.249.215.204:9888/udp/239.3.1.183:8001$订阅源
CCTV16,http://www.erbao1981.top:8188/udp/239.76.246.98:1234$订阅源
CCTV16,http://www.erbao1981.top:8188/udp/239.76.253.230:9000$订阅源
CCTV16,http://www.erbao1981.top:8188/udp/239.76.253.98:9000$订阅源
CCTV16,http://221.222.162.206:8888/rtp/239.3.1.183:8001$组播源
CCTV16,http://221.219.96.192:8012/rtp/239.3.1.184:8001?$组播源
CCTV16,http://60.223.69.250:10000/rtp/226.0.2.169:9264$组播源
CCTV17,http://113.57.111.4:1111/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV17,http://117.190.144.101:1111/tsfile/live/0017_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV17,http://221.222.162.206:8888/udp/239.3.1.151:8144$订阅源
CCTV17,http://60.2.190.206:4000/udp/239.253.93.150:6318$订阅源
CCTV17,http://120.6.209.42:8866/udp/239.253.93.150:6318$订阅源
CCTV17,http://222.129.139.229:8888/udp/239.3.1.151:8144$订阅源
CCTV17,http://114.249.215.204:9888/udp/239.3.1.151:8144$订阅源
CCTV17,http://www.erbao1981.top:8188/udp/239.76.245.238:1234$订阅源
CCTV17,http://111.196.129.152:20000/udp/239.3.1.151:8144$订阅源
CCTV17,http://60.10.106.114:555/udp/239.253.93.150:6318$订阅源
CCTV17,http://221.219.96.192:8012/rtp/239.3.1.151:8144?$组播源
CCTV17,http://60.223.69.250:10000/rtp/226.0.2.170:9272$组播源
CCTV17,http://60.2.190.206:4000/rtp/239.253.93.150:6318$组播源
CETV1,http://183.7.114.252:4022/udp/239.77.1.222:5146$订阅源
CETV1,http://183.7.114.252:4022/udp/239.77.0.200:5146$订阅源
CETV1,http://imlucky.win:10001/udp/239.77.1.222:5146$订阅源
CETV1,http://imlucky.win:10001/udp/239.77.0.200:5146$订阅源
CETV1,http://39.134.136.161:6610/000000001000/1000000002000027253/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000027253$订阅源
CETV1,http://39.134.136.161:6610/000000001000/6000000003000018981/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6000000003000018981$订阅源
CETV1,http://39.134.136.161:6610/000000001000/7106250793420582078/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=7106250793420582078$订阅源
CETV1,http://113.111.16.104:8889/udp/239.77.1.222:5146$订阅源
CETV1,http://113.111.16.104:8889/udp/239.77.0.200:5146$订阅源
CETV1,http://121.24.99.131:8090/hls/67/index.m3u8$订阅源
CETV2,http://183.7.114.252:4022/udp/239.77.1.69:5146$订阅源
CETV2,http://183.7.114.252:4022/udp/239.77.0.28:5146$订阅源
CETV2,http://imlucky.win:10001/udp/239.77.1.69:5146$订阅源
CETV2,http://imlucky.win:10001/udp/239.77.0.28:5146$订阅源
CETV2,http://39.134.136.161:6610/000000001000/2000000003000000047/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000003000000047$订阅源
CETV2,http://39.134.136.161:6610/000000001000/1000000005000266004/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000005000266004$订阅源
CETV2,http://39.134.136.161:6610/000000001000/5000000011000031201/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031201$订阅源
CETV2,http://113.111.16.104:8889/udp/239.77.1.69:5146$订阅源
